Row,Truth,Validation,Naive Prob Calabria,Naive Prob Coastal-Sardinia,Naive Prob East-Liguria,Naive Prob Inland-Sardinia,Naive Prob North-Apulia,Naive Prob Sicily,Naive Prob South-Apulia,Naive Prob Umbria,Naive Prob West-Liguria
353,Inland-Sardinia,Training,1.2664573e-7,1.4353161e-8,1.548625e-14,0.9999767798,1.643458e-18,0.0000213274,1.7517164e-6,0,1.036417e-27
354,Inland-Sardinia,Validation,1.2976766e-7,7.165714e-14,3.788162e-12,0.999699466,3.470782e-15,0.0003000885,3.1569484e-7,0,3.684116e-30
355,Inland-Sardinia,Training,5.8405793e-6,2.64024e-11,3.382608e-12,0.9994160776,4.283305e-15,0.0005743643,3.7175366e-6,0,7.910379e-27
356,Inland-Sardinia,Training,1.1352217e-8,6.669671e-8,4.094566e-16,0.999996677,3.677663e-23,7.4782675e-7,2.4970942e-6,0,6.054842e-20
357,Inland-Sardinia,Validation,1.147861e-8,5.518238e-10,4.083769e-15,0.9999948857,3.221963e-19,4.9216296e-6,1.8067572e-7,0,1.871633e-27
358,Inland-Sardinia,Training,3.538158e-10,8.338597e-10,2.475406e-13,0.99999992,2.275263e-19,1.2238242e-8,6.6596275e-8,0,6.470754e-14
359,Inland-Sardinia,Validation,1.5134762e-9,1.255924e-10,5.927311e-15,0.9999938772,2.347925e-19,6.0663512e-6,5.484609e-8,0,6.818908e-30
360,Inland-Sardinia,Training,4.8932678e-9,3.894749e-11,5.275341e-14,0.9999908553,1.235998e-19,8.7400183e-6,3.9974983e-7,0,5.408487e-22
361,Inland-Sardinia,Training,2.0310517e-8,3.084112e-12,2.599216e-12,0.9999877425,2.051949e-15,0.0000121612,7.5906361e-8,0,3.611424e-24
362,Inland-Sardinia,Validation,3.916882e-7,9.4758629e-9,2.394532e-13,0.9999936987,7.039539e-19,4.0832155e-6,1.8169625e-6,0,9.259727e-22
363,Inland-Sardinia,Training,2.2057902e-9,2.524108e-11,1.077407e-12,0.9999342583,1.793967e-16,0.0000656831,5.6297045e-8,0,9.793038e-29
364,Inland-Sardinia,Training,1.2298862e-9,1.968651e-10,2.050576e-14,0.9999961562,4.21224e-18,3.8162057e-6,2.6178332e-8,0,1.202338e-31
365,Inland-Sardinia,Training,4.2076711e-7,6.0909627e-7,5.517946e-12,0.9999883931,1.942814e-17,8.8720958e-6,1.704904e-6,0,8.246493e-23
366,Inland-Sardinia,Validation,9.1158271e-9,1.830383e-13,2.5815e-13,0.9998845177,1.522781e-16,0.0001153272,1.4602516e-7,0,6.607578e-31
367,Inland-Sardinia,Training,1.4331148e-8,3.994833e-11,5.390574e-14,0.9999751016,1.300202e-19,0.0000245323,3.5178172e-7,0,2.697705e-28
368,Inland-Sardinia,Training,1.244441e-10,1.116375e-10,6.338789e-15,0.9999989478,2.08426e-19,1.0254978e-6,2.6477958e-8,0,3.112213e-27
369,Inland-Sardinia,Validation,6.9262802e-7,1.624225e-11,3.324867e-12,0.9996360566,8.440257e-17,0.0003603054,2.9453211e-6,0,1.456395e-33
370,Inland-Sardinia,Training,9.0327963e-6,1.394074e-13,1.0581e-12,0.9995291745,3.881485e-18,0.0004424604,0.0000193323,0,1.960383e-24
371,Coastal-Sardinia,Validation,1.673374e-14,0.9999994978,2.204982e-35,1.349059e-43,2.066513e-42,6.4714347e-8,4.3747137e-7,0,1.403602e-37
372,Coastal-Sardinia,Training,5.9472289e-9,0.9998120683,3.727431e-24,1.704163e-14,4.698322e-34,7.2291302e-7,0.0001872029,0,3.428278e-22
373,Coastal-Sardinia,Training,1.942464e-16,0.9998158723,2.20777e-41,1.247543e-60,1.06659e-50,2.4578504e-6,0.0001816698,0,9.709939e-47
374,Coastal-Sardinia,Training,5.310577e-14,0.9999996766,1.168842e-32,1.032825e-29,7.110973e-39,1.8495263e-8,3.0487676e-7,0,3.676972e-36
375,Coastal-Sardinia,Training,8.862262e-13,0.9999981863,1.614975e-26,8.171334e-17,4.130505e-35,8.686288e-10,1.8127895e-6,0,5.30974e-20
376,Coastal-Sardinia,Training,2.072961e-15,0.9999999352,4.546029e-32,3.703629e-29,5.289758e-39,2.8356161e-8,3.6404503e-8,0,1.180334e-40
377,Coastal-Sardinia,Training,2.485894e-11,0.9999980887,6.969344e-25,3.650186e-14,7.68566e-31,1.0985947e-6,8.1264065e-7,0,8.617602e-29
378,Coastal-Sardinia,Training,4.148132e-12,0.999999363,7.432599e-27,9.546909e-16,1.287698e-31,1.3722554e-7,4.9981177e-7,0,9.81912e-30
379,Coastal-Sardinia,Validation,2.737981e-11,0.9999822827,5.456424e-32,8.805801e-32,2.180864e-39,3.1199086e-7,0.0000174052,0,1.104039e-30
380,Coastal-Sardinia,Training,1.490534e-12,0.9999994026,1.494438e-28,7.925904e-19,2.331426e-34,2.3598332e-8,5.7383027e-7,0,3.503508e-28
381,Coastal-Sardinia,Validation,6.533755e-12,0.9999924946,2.583353e-27,4.970543e-16,6.679825e-33,8.5754992e-7,6.6478706e-6,0,1.095553e-23
382,Coastal-Sardinia,Training,3.9259808e-9,0.9982860789,1.814526e-25,5.089757e-13,2.454801e-35,0.0000640749,0.0016498423,0,1.049503e-23
383,Coastal-Sardinia,Training,2.31099e-13,0.9999998541,4.034712e-31,1.634733e-26,3.040883e-37,1.6302184e-8,1.2962012e-7,0,8.260374e-31
384,Coastal-Sardinia,Training,7.049683e-12,0.9999990808,1.604508e-28,6.616637e-21,4.149012e-35,7.1584619e-8,8.476494e-7,0,5.456416e-29
385,Coastal-Sardinia,Training,8.619749e-11,0.9999912131,2.076799e-28,3.181667e-23,4.012631e-36,1.3358496e-6,7.4509488e-6,0,9.833931e-34
386,Inland-Sardinia,Validation,4.06072e-11,3.510482e-11,1.489365e-14,0.9999853166,1.161526e-16,0.000014675,8.3448213e-9,0,1.604281e-29
387,Inland-Sardinia,Training,7.809598e-10,1.109845e-11,2.324421e-13,0.9999917418,8.050135e-16,8.189914e-6,6.7455518e-8,0,9.50298e-19
388,Inland-Sardinia,Validation,4.747315e-10,4.752829e-12,1.269377e-12,0.9999918989,1.28056e-15,8.0893176e-6,1.131901e-8,0,2.749897e-27
389,Inland-Sardinia,Training,1.234097e-9,1.166759e-8,7.646666e-16,0.9999990058,8.548541e-20,9.0918441e-7,7.2089312e-8,0,1.5422e-25
390,Inland-Sardinia,Validation,0.0007342253,0.0000250765,5.381906e-10,0.3577999654,4.294946e-13,0.5972418643,0.044198853,0,1.494243e-8
391,Inland-Sardinia,Training,5.356151e-11,1.6998357e-6,4.047911e-16,0.999996291,2.648748e-22,9.3371899e-8,1.915711e-6,0,7.504835e-13
392,Inland-Sardinia,Training,4.2783641e-9,3.0647798e-6,1.581802e-16,0.9998800313,4.855246e-27,1.6210596e-7,0.0001167375,0,1.332439e-12
393,Inland-Sardinia,Training,1.082811e-11,1.5117806e-8,1.25892e-15,0.9999991886,6.282328e-19,7.5253972e-7,4.3720093e-8,0,2.575702e-20
394,Inland-Sardinia,Validation,6.1891666e-8,0.5110943316,2.684095e-18,0.4860811959,2.944739e-23,0.0014848667,0.0013395439,0,3.96879e-22
395,Inland-Sardinia,Validation,7.029989e-11,1.484296e-6,1.178927e-16,0.9999849999,2.947417e-20,0.0000134123,1.0346086e-7,0,5.089224e-35
396,Inland-Sardinia,Validation,2.260165e-12,2.741948e-8,3.568654e-17,0.999998792,2.119254e-22,1.1224467e-6,5.8160294e-8,0,1.463806e-29
397,Inland-Sardinia,Validation,9.706221e-10,1.696386e-8,8.976487e-15,0.9999997151,4.782353e-20,1.4177786e-7,1.2519009e-7,0,6.180231e-23
398,Inland-Sardinia,Training,7.208225e-7,1.593489e-14,7.521845e-10,0.9977216964,4.243387e-13,0.0022765866,9.9540698e-7,0,1.773156e-32
399,Inland-Sardinia,Validation,1.420164e-10,1.2072524e-6,3.80376e-16,0.999998032,2.947512e-21,6.62164e-7,9.8443197e-8,0,2.911369e-24
400,Inland-Sardinia,Validation,4.3236532e-9,1.2240038e-8,1.133762e-13,0.9999996475,1.421046e-17,2.8611412e-7,4.9787474e-8,0,2.113593e-21
401,Inland-Sardinia,Training,2.262017e-12,2.3410549e-9,7.051693e-16,0.999975162,2.875425e-25,0.0000244867,3.4892859e-7,0,5.196403e-45
402,Inland-Sardinia,Validation,4.507324e-10,5.102327e-10,1.388698e-12,0.9999995324,1.552892e-16,4.5514345e-7,1.1450472e-8,0,5.665745e-22
403,Inland-Sardinia,Training,1.738119e-10,3.2544335e-7,1.698729e-16,0.9999975516,6.775893e-22,1.6783431e-6,4.4447009e-7,0,1.224907e-20
404,Inland-Sardinia,Training,5.474099e-10,4.7077533e-8,1.023118e-15,0.9999911291,1.595493e-19,8.71151e-6,1.1173545e-7,0,5.441745e-34
405,Inland-Sardinia,Training,2.766364e-10,1.1550393e-7,1.616097e-15,0.9999993227,5.935118e-23,1.2918253e-7,4.323418e-7,0,2.53559e-18
406,Inland-Sardinia,Validation,2.787984e-10,6.1252164e-8,7.845152e-15,0.9999998475,8.062462e-19,6.3921309e-8,2.7086134e-8,0,4.235866e-19
407,Inland-Sardinia,Training,1.5651674e-9,0.0000385327,2.631849e-17,0.9999570462,3.696967e-22,2.3233258e-6,2.0961862e-6,0,1.691148e-24
408,Inland-Sardinia,Validation,3.916559e-11,3.96942e-7,6.028925e-17,0.9999971074,8.335848e-24,2.3331637e-6,1.6241096e-7,0,1.729331e-32
409,Inland-Sardinia,Training,8.691127e-13,4.2592143e-9,7.530125e-15,0.9999998717,9.017209e-21,1.2208334e-7,1.9728277e-9,0,1.332524e-36
410,Coastal-Sardinia,Training,3.733146e-10,0.9998766292,1.724645e-25,1.863315e-12,1.839474e-30,4.4899497e-6,0.0001188804,0,6.639848e-23
411,Coastal-Sardinia,Training,1.2709115e-9,0.9984851937,1.855578e-27,3.048791e-19,1.262336e-34,0.0001750818,0.0013397232,0,5.460484e-39
412,Coastal-Sardinia,Training,3.1717559e-9,0.997093869,1.814656e-22,6.5382858e-7,2.901091e-25,0.0022967161,0.0006087579,0,7.661627e-24
413,Coastal-Sardinia,Validation,4.4483e-15,0.9999999109,1.386997e-33,6.38875e-30,7.037108e-39,1.0342657e-8,7.8788957e-8,0,1.279108e-33
414,Coastal-Sardinia,Training,5.59826e-14,0.9999986997,2.519262e-33,6.918095e-28,1.313969e-41,3.6411232e-8,1.2638904e-6,0,9.115903e-37
415,Coastal-Sardinia,Training,1.551524e-14,0.9999997519,9.857815e-35,1.272584e-34,5.3827e-41,5.7168425e-9,2.4237865e-7,0,4.848589e-31
416,Coastal-Sardinia,Validation,4.053789e-12,0.9999991615,6.644921e-27,1.65939e-18,1.885795e-33,4.4956143e-7,3.8892608e-7,0,2.672629e-30
417,Coastal-Sardinia,Training,5.48883e-14,0.9999990299,6.297357e-34,8.710635e-30,3.538221e-40,3.3552213e-8,9.3656659e-7,0,4.049127e-32
418,Coastal-Sardinia,Training,2.151923e-12,0.9999992431,3.64594e-24,5.300341e-12,5.959489e-30,2.5989624e-8,7.3087721e-7,0,7.314444e-20
419,Coastal-Sardinia,Training,2.832849e-15,0.9999999237,1.298265e-32,4.20002e-27,6.252148e-39,2.011357e-9,7.431122e-8,0,5.514706e-32
420,Coastal-Sardinia,Validation,9.865864e-15,0.999999636,5.112165e-34,1.73394e-35,2.928191e-40,1.7929618e-8,3.4606827e-7,0,9.207215e-39
421,Coastal-Sardinia,Training,2.919473e-13,0.9999968152,3.835264e-34,9.24955e-33,1.556252e-41,3.4992151e-8,3.1498265e-6,0,2.459841e-33
422,Umbria,Training,4.780291e-17,1.78197e-88,5.4398852e-7,8.11791e-119,1.1891846e-8,1.472804e-10,1.623407e-20,0.999999444,9.132453e-16
423,Umbria,Training,7.508921e-16,2.274971e-88,7.6870896e-7,3.73868e-119,1.7198294e-7,5.079823e-9,4.490521e-20,0.9999990542,3.298819e-19
424,Umbria,Training,8.441029e-17,4.553323e-90,2.0028362e-7,2.46252e-119,7.6845381e-8,1.1503751e-9,5.282221e-21,0.9999997217,1.068456e-18
425,Umbria,Training,3.904843e-22,1.009147e-95,1.4401409e-7,1.21366e-122,8.024694e-12,2.958482e-13,6.731742e-23,0.999999856,4.381954e-16
426,Umbria,Training,1.344528e-17,1.283992e-90,2.8188717e-7,3.38957e-120,3.04803e-8,2.364725e-10,2.197716e-21,0.9999996874,2.020742e-17
427,Umbria,Training,2.805091e-12,1.284413e-86,0.0000546456,1.22021e-109,0.000351084,7.5313725e-6,2.171738e-18,0.9995867391,1.455568e-23
428,Umbria,Validation,3.138876e-16,3.806815e-88,2.4233035e-6,4.7198e-120,1.5397448e-7,5.8174518e-9,2.139156e-19,0.9999974169,4.093031e-16
429,Umbria,Training,1.728905e-14,3.141843e-89,2.4969888e-6,3.29305e-121,0.0000173368,7.2978225e-6,1.833178e-18,0.9999728684,3.631452e-22
430,Umbria,Validation,1.223329e-13,2.54373e-87,0.0000104465,5.2387e-111,0.0000243899,4.853235e-7,3.962434e-19,0.9999646783,1.860225e-21
431,Umbria,Training,5.018902e-16,1.698397e-88,1.0831479e-6,1.18608e-119,2.0319957e-6,3.3680755e-8,5.155815e-20,0.9999968512,3.889514e-21
432,Umbria,Training,2.363905e-16,2.308054e-90,1.4824982e-7,1.11096e-119,2.1430576e-7,5.5637912e-9,7.859269e-21,0.9999996319,2.05721e-20
433,Umbria,Training,3.244061e-16,5.4525e-89,2.43688e-7,1.75526e-119,1.6885777e-7,5.6706995e-9,2.470345e-20,0.9999995818,2.508418e-19
434,Umbria,Validation,5.786507e-16,7.096375e-90,2.4792226e-7,2.56833e-119,6.4795814e-7,1.3203061e-8,1.127451e-20,0.9999990909,2.828028e-21
435,Umbria,Training,5.834581e-19,9.810426e-90,1.3552304e-6,3.4365e-120,4.61995e-9,4.712693e-12,1.330759e-21,0.9999986401,2.396914e-13
436,Umbria,Training,3.00075e-17,9.530908e-93,1.1676341e-7,2.84117e-120,3.243645e-8,9.430031e-10,2.018419e-21,0.9999998499,2.744882e-20
437,Umbria,Training,1.242255e-17,2.049922e-93,5.0683455e-7,1.54759e-119,1.6955767e-8,3.11529e-10,1.712354e-21,0.9999994759,3.457448e-20
438,Umbria,Training,2.285977e-17,6.628124e-91,2.1906672e-7,1.44343e-119,4.546984e-8,4.95534e-10,2.332812e-21,0.999999735,2.440251e-18
439,Umbria,Training,1.457203e-18,6.034212e-93,3.1465881e-7,6.93874e-120,4.8457048e-9,6.908759e-11,7.663613e-22,0.9999996804,2.339973e-18
440,Umbria,Training,1.421034e-16,1.698566e-91,2.9719389e-7,3.74808e-118,1.3027088e-7,2.6706415e-9,4.866066e-21,0.9999995699,1.536044e-20
441,Umbria,Training,4.982399e-18,1.368982e-92,3.6061126e-7,2.25249e-119,1.0868079e-8,1.625129e-10,1.273141e-21,0.9999996284,1.005128e-18
442,Umbria,Training,6.850206e-16,5.769863e-91,6.1208785e-7,8.82036e-118,7.6858852e-7,1.0544685e-8,7.627566e-21,0.9999986088,2.617254e-21
443,Umbria,Training,1.830782e-18,2.926875e-90,3.7781754e-7,6.41391e-120,1.8402137e-9,4.99041e-11,4.785239e-21,0.9999996203,2.689703e-15
444,Umbria,Training,8.982187e-18,1.293041e-91,2.394343e-7,8.53979e-120,1.6082899e-8,2.37056e-10,1.877544e-21,0.9999997442,3.399454e-18
445,Umbria,Training,4.820425e-12,4.66668e-88,0.0000573325,4.43614e-111,0.0005478015,0.0000136526,1.888218e-18,0.9993812135,4.998232e-25
446,Umbria,Training,3.980279e-12,5.575411e-89,0.0000722843,1.84925e-111,0.0005882522,0.0000122732,1.287867e-18,0.9993271903,2.497559e-24
447,Umbria,Validation,4.991926e-19,1.244855e-90,1.8343214e-6,1.7128e-121,4.1834973e-9,3.053005e-11,3.029534e-21,0.9999981615,1.878887e-14
448,Umbria,Training,5.710913e-17,7.727564e-93,1.6157033e-7,6.7961e-123,6.5716566e-8,4.6946735e-9,8.560216e-21,0.999999768,3.711829e-20
449,Umbria,Training,3.27537e-16,2.058851e-88,1.22478e-6,6.01989e-120,1.001686e-7,7.7846644e-9,1.586033e-19,0.9999986673,9.220504e-17
450,Umbria,Validation,1.334124e-17,6.888484e-90,1.5549211e-6,7.73998e-123,1.5542067e-8,1.854706e-10,1.600759e-20,0.9999984294,8.906996e-15
451,Umbria,Training,1.334124e-17,6.888484e-90,1.5549211e-6,7.73998e-123,1.5542067e-8,1.854706e-10,1.600759e-20,0.9999984294,8.906996e-15
452,Umbria,Validation,3.27436e-13,2.968501e-86,0.0000984272,7.88361e-109,8.631742e-6,2.8635903e-7,2.670499e-18,0.9998926547,5.854881e-21
453,Umbria,Training,5.251521e-16,7.52481e-87,2.061959e-6,3.26159e-117,4.8677773e-7,4.5633629e-9,6.275732e-20,0.9999974467,1.100352e-18
454,Umbria,Training,9.291181e-16,3.623108e-88,0.0000204512,1.00371e-121,1.1630595e-6,3.3476325e-8,1.00858e-18,0.9999783523,5.849731e-16
455,Umbria,Validation,3.469781e-18,2.020816e-91,4.2993486e-7,6.20736e-119,9.833666e-9,1.000303e-10,1.519532e-21,0.9999995601,2.229165e-17
456,Umbria,Training,5.125354e-21,1.477929e-92,6.3694777e-6,1.323e-123,1.347378e-10,7.16855e-12,7.016373e-21,0.9999936303,3.206185e-11
457,Umbria,Validation,9.137553e-21,1.3749e-92,4.0685804e-7,7.40691e-123,8.632887e-11,1.584697e-12,5.732997e-22,0.9999995931,1.548076e-13
458,Umbria,Training,7.719987e-18,1.11118e-96,4.8666198e-7,9.70358e-122,2.3838531e-8,3.267051e-10,4.534193e-22,0.9999994892,2.692444e-22
459,Umbria,Training,2.001033e-21,7.72981e-118,2.2071789e-9,3.44342e-143,1.194968e-11,3.876618e-10,4.516334e-25,0.9999999974,4.235553e-28
460,Umbria,Validation,4.3057646e-8,7.11756e-106,0.4472993991,1.25394e-135,0.5356043038,0.0170959487,1.799045e-17,3.052864e-7,1.14294e-36
461,Umbria,Training,1.564123e-14,5.068935e-93,3.6335161e-7,3.11246e-120,0.0000871651,0.0000152091,1.406025e-19,0.9998972625,1.300365e-25
462,Umbria,Training,2.360958e-20,3.42822e-109,0.0000216274,6.77953e-127,2.3983321e-9,3.223914e-11,5.55697e-24,0.9999783702,1.927497e-27
463,Umbria,Training,4.631184e-21,5.23997e-115,4.8220011e-8,3.03196e-141,1.971221e-10,5.835082e-11,9.505793e-25,0.9999999515,1.41882e-27
464,Umbria,Validation,1.406728e-15,3.38337e-100,3.1729257e-8,1.31302e-124,1.8232263e-6,2.4644542e-7,2.013623e-21,0.9999978986,9.128233e-30
465,Umbria,Training,1.333201e-20,7.26456e-115,2.2399252e-8,2.03516e-140,8.360967e-11,1.5883468e-9,2.386369e-24,0.9999999759,4.058241e-26
466,Umbria,Validation,1.2249459e-7,6.493636e-99,0.7459158539,1.30881e-128,0.2132787317,0.0404856058,6.360223e-16,0.0003196861,2.227305e-30
467,Umbria,Validation,1.724768e-14,7.052048e-96,6.156885e-7,5.28124e-122,0.0000233821,4.2392979e-6,1.24706e-19,0.9999717629,9.011902e-27
468,Umbria,Training,3.5600155e-8,2.765805e-95,0.604869411,1.31357e-127,0.2692359061,0.0590885655,1.346821e-15,0.0668060819,6.732267e-27
469,Umbria,Training,1.273419e-22,1.19972e-93,1.4157287e-6,4.59063e-123,2.220269e-11,3.289556e-14,2.745223e-23,0.9999985842,9.618977e-12
470,Umbria,Training,7.52183e-19,1.131137e-90,1.3735578e-6,2.93356e-119,2.1889223e-8,2.533737e-11,4.752717e-22,0.9999986045,2.018319e-14
471,Umbria,Validation,3.850206e-22,7.6509e-105,0.0001291186,3.44535e-124,2.551349e-10,3.038898e-13,6.367078e-24,0.9998708811,2.495185e-24
472,Umbria,Training,5.894987e-17,1.222621e-96,9.5961045e-8,2.53008e-122,4.0232021e-7,1.6139556e-8,3.583364e-22,0.9999994856,1.839762e-23
473,East-Liguria,Training,1.7215012e-6,2.33168e-88,0.9997338039,1.090821e-73,0.0002527878,0.0000116868,2.321156e-17,3.4763e-104,1.287194e-67
474,East-Liguria,Training,0.0001353117,6.315369e-55,0.9820526708,2.983396e-55,0.0101318581,0.0076801594,2.306945e-11,8.255547e-48,1.078526e-26
475,East-Liguria,Training,6.9099044e-7,6.352159e-46,0.9977586288,3.993674e-46,0.0007963526,0.0014443276,1.19739e-11,3.371029e-60,6.221806e-25
476,East-Liguria,Training,7.5175987e-7,7.967967e-56,0.7792490712,1.540174e-56,0.2141575406,0.0065926364,3.033013e-13,3.541762e-42,3.490425e-31
477,East-Liguria,Training,1.5251263e-7,2.626128e-47,0.9948275529,7.413111e-47,0.0044497994,0.0007224952,8.989993e-13,3.163215e-67,3.988228e-31
478,East-Liguria,Training,7.5330959e-8,2.759382e-62,0.9967897398,3.812804e-70,0.0031909799,0.0000192048,9.383445e-13,2.502445e-27,1.010515e-10
479,East-Liguria,Validation,6.179654e-23,1.182884e-98,0.0002395939,1.17278e-132,2.701872e-11,7.966386e-16,3.234005e-23,0.9997555748,4.8312086e-6
480,East-Liguria,Training,0.0024199843,4.151074e-44,0.99517606,4.559471e-42,0.0002356204,0.002168331,4.2943742e-9,1.901175e-85,2.988917e-17
481,East-Liguria,Training,0.000014241,2.799709e-45,0.991219668,7.446064e-33,0.0000159944,0.0087500965,6.721444e-11,2.03274e-124,1.778348e-47
482,East-Liguria,Training,0.0002742556,9.035558e-44,0.9294137821,4.601567e-37,0.0042321329,0.0660798292,2.31548e-10,4.35475e-107,5.792294e-36
483,East-Liguria,Training,5.7951157e-6,6.817243e-60,0.9995886267,3.714978e-42,0.0000754166,0.0003301616,1.02414e-12,1.82836e-109,2.420237e-56
484,East-Liguria,Validation,0.0004943318,4.443993e-43,0.5990937858,5.093986e-27,8.1349168e-7,0.4004109211,1.4783523e-7,1.60892e-126,1.414948e-45
485,East-Liguria,Training,0.0000813331,1.254772e-41,0.9661130587,7.413929e-33,0.0001741163,0.0336314893,2.5638575e-9,5.270748e-95,6.107725e-35
486,East-Liguria,Training,1.3366214e-6,1.119849e-40,0.9982206187,7.336421e-37,5.3404841e-6,0.0017727039,2.934408e-10,1.919428e-81,1.039262e-29
487,East-Liguria,Training,7.2443494e-8,6.432521e-48,0.9999650224,7.3977e-52,9.2166322e-6,0.0000256885,4.700618e-12,7.273633e-53,3.400752e-16
488,East-Liguria,Training,1.5459076e-9,1.327475e-64,0.9975144585,3.973476e-66,0.0003975856,0.0020879543,5.674952e-16,1.72933e-47,1.813387e-47
489,East-Liguria,Training,3.0752888e-9,1.463371e-61,0.9360511213,4.591731e-68,0.0019480929,0.0620007827,7.062246e-14,1.755002e-38,1.97927e-34
490,East-Liguria,Training,4.2950411e-6,1.097136e-64,0.9953793818,3.272869e-53,0.004208548,0.0004077751,2.83781e-14,6.148714e-61,1.13761e-44
491,East-Liguria,Training,7.1440389e-7,2.53505e-57,0.9985166217,1.294837e-66,0.0000344134,0.0014482505,1.046733e-12,3.928577e-36,1.287971e-25
492,East-Liguria,Training,5.7799175e-9,3.64452e-65,0.9236128764,7.297312e-80,0.0757624879,0.00062463,1.896657e-14,1.091983e-13,9.746925e-22
493,East-Liguria,Training,1.100819e-18,5.350878e-78,0.9938494797,1.043292e-95,6.135503e-10,4.119527e-15,2.580756e-19,2.5615758e-9,0.0061505171
494,East-Liguria,Training,3.689575e-10,5.457032e-64,0.9967964239,4.001627e-79,0.0032005031,3.0726318e-6,3.306835e-15,3.443157e-15,2.569959e-18
495,East-Liguria,Training,1.623853e-17,8.806989e-81,0.9954385347,4.04207e-107,1.5261505e-9,2.663943e-12,2.525357e-18,8.5899199e-6,0.0045528739
496,East-Liguria,Training,7.1170388e-8,1.587836e-60,0.9996482708,8.75115e-73,0.0001991585,0.0001524996,2.16599e-13,1.316029e-27,2.451695e-13
497,East-Liguria,Validation,5.6981399e-8,9.99191e-60,0.9909563846,2.157284e-70,0.0083986463,0.0006449121,2.813797e-14,2.551509e-30,2.679596e-26
498,East-Liguria,Training,0.0001683776,3.187743e-52,0.9826623939,1.57e-52,0.0001369738,0.0170322546,9.199319e-11,5.94377e-52,1.387614e-25
499,East-Liguria,Training,0.0000147208,9.144601e-52,0.9988505441,1.271166e-54,0.0001049158,0.0010298193,4.149571e-11,2.444142e-53,3.371451e-26
500,East-Liguria,Training,3.4264689e-7,5.715994e-45,0.9999757084,9.423138e-46,6.559571e-9,0.0000239424,6.866162e-11,1.531694e-74,1.851628e-26
501,East-Liguria,Validation,1.2259255e-7,2.555724e-50,0.9999875397,2.401345e-54,4.0561112e-6,8.2815625e-6,1.087728e-11,1.094769e-41,5.84189e-17
502,East-Liguria,Training,1.331455e-10,3.932582e-56,0.9999795417,7.883691e-62,1.5953521e-8,3.638898e-11,6.660526e-15,7.90911e-57,0.0000204422
503,East-Liguria,Validation,4.780809e-11,5.737696e-53,0.0589818447,7.1513e-46,3.135858e-17,3.463305e-14,5.550842e-10,1.47298e-223,0.9410181547
504,East-Liguria,Validation,1.3875074e-7,2.227962e-50,0.9964751222,1.830698e-46,6.267625e-11,1.3472897e-9,3.1371509e-9,3.65582e-148,0.0035247345
505,East-Liguria,Validation,3.333325e-13,6.682081e-72,0.9939261015,6.994329e-90,0.0060619847,6.0835396e-9,3.095843e-17,0.0000119077,3.913533e-12
506,East-Liguria,Training,6.2385888e-7,4.861616e-65,0.9994280316,4.076895e-79,0.0003399043,0.0002314403,7.848678e-13,3.094772e-17,4.642481e-18
507,East-Liguria,Validation,1.656877e-13,4.230256e-81,0.9998972308,2.09485e-102,9.544383e-11,2.337923e-12,4.297643e-16,2.440226e-23,0.0001027691
508,East-Liguria,Training,2.004265e-23,1.25757e-101,0.8979580104,9.14795e-133,7.306868e-18,1.030656e-20,2.220087e-22,7.367849e-22,0.1020419896
509,East-Liguria,Validation,1.677361e-15,1.465349e-84,0.9999498786,3.16774e-112,3.7753543e-9,7.084316e-13,7.799554e-19,1.48664e-12,0.0000501176
510,East-Liguria,Validation,2.2959191e-7,1.865699e-64,0.9986836043,1.977878e-77,1.9637276e-7,0.0013159697,1.478146e-12,1.289239e-30,2.24563e-31
511,East-Liguria,Training,3.1854208e-6,5.208929e-62,0.9999297238,3.273996e-78,6.8683597e-7,0.0000664039,4.169762e-13,1.015487e-40,1.663979e-17
512,East-Liguria,Training,2.053797e-12,1.220031e-65,0.9999962523,4.082418e-76,7.134425e-8,1.020105e-11,1.395462e-15,3.009306e-23,3.6763526e-6
513,East-Liguria,Validation,4.743202e-11,6.849523e-78,0.9999999347,2.88315e-101,6.4281999e-8,2.955262e-10,2.871027e-16,6.775971e-19,7.182836e-10
514,East-Liguria,Training,9.884662e-10,3.499865e-80,0.9999156117,6.62063e-111,0.0000784854,5.4653563e-6,1.352526e-15,4.3650981e-7,3.574309e-15
515,East-Liguria,Training,1.1787898e-8,7.166072e-80,0.8898776826,7.73921e-106,0.1038347356,0.0062713017,5.933705e-15,0.0000162682,2.188332e-27
516,East-Liguria,Training,1.7478873e-6,1.988079e-68,0.9764849705,1.910201e-80,0.0214343857,0.0020788959,6.44061e-14,1.749971e-19,2.889969e-23
517,East-Liguria,Training,1.5936406e-7,1.730181e-68,0.9909686647,1.080941e-85,0.0085306209,0.0005005549,3.315982e-14,1.044025e-15,1.325125e-22
518,East-Liguria,Validation,3.871078e-10,1.581681e-64,0.9813887594,1.792974e-79,0.0186069042,4.3359762e-6,1.676498e-15,5.775947e-15,1.544768e-18
519,East-Liguria,Training,1.538749e-11,1.621226e-74,0.9999249496,6.858093e-95,0.0000689694,5.687791e-8,1.32284e-15,6.014336e-6,9.737709e-9
520,East-Liguria,Validation,1.2364134e-8,6.601543e-62,0.9999780719,1.34896e-73,0.0000216855,2.3024303e-7,7.791413e-14,4.632372e-28,2.427594e-11
